Sigma, Type, M, Participant, Graph Type, Error, Error (unsigned), Index, Filepath, isValidation
0.2,line,-0.8,P8,scatter,-0.09,0.09,21,img/line/scatter/s0.2m-0.8/,0
0.15,trig,-0.8,P8,line,-0.28,0.28,22,img/trig/line/s0.15m-0.8/,0
0.05,quad,0.8,P8,scatter,0,0,23,img/quad/scatter/s0.05m0.8/,0
0.05,line,-0.8,P8,area,-0.06,0.06,24,img/line/area/s0.05m-0.8/,0
0.15,quad,-0.8,P8,area,-0.05,0.05,25,img/quad/area/s0.15m-0.8/,0
0.1,trig,0.8,P8,scatter,0.03,0.03,26,img/trig/scatter/s0.1m0.8/,0
0.05,line,0.8,P8,line,0,0,27,img/line/line/s0.05m0.8/,0
0.1,trig,0.2,P8,area,0.07,0.07,28,img/trig/area/s0.1m0.2/,0
0.2,quad,-0.8,P8,area,-0.07,0.07,29,img/quad/area/s0.2m-0.8/,0
0.1,line,0.8,P8,area,0.07,0.07,30,img/line/area/s0.1m0.8/,0
0.1,quad,-0.2,P8,line,-0.09,0.09,31,img/quad/line/s0.1m-0.2/,0
0.15,trig,-0.1,P8,area,-0.1,0.1,32,img/trig/area/s0.15m-0.1/,0
0.2,line,0.4,P8,scatter,0.06,0.06,33,img/line/scatter/s0.2m0.4/,0
0.05,trig,0.2,P8,line,0.09,0.09,34,img/trig/line/s0.05m0.2/,0
0.15,quad,-0.4,P8,area,-0.04,0.04,35,img/quad/area/s0.15m-0.4/,0
0.1,line,0.4,P8,area,0.06,0.06,36,img/line/area/s0.1m0.4/,0
0.1,quad,0.4,P8,line,0.06,0.06,37,img/quad/line/s0.1m0.4/,0
0.05,line,-0.2,P8,area,0,0,38,img_validation/line/area/s0.05m-0.2/,1
0.15,trig,-0.8,P8,scatter,-0.04,0.04,39,img/trig/scatter/s0.15m-0.8/,0
0.05,line,-0.4,P8,scatter,0,0,40,img/line/scatter/s0.05m-0.4/,0
0.2,trig,-0.2,P8,area,-0.03,0.03,41,img/trig/area/s0.2m-0.2/,0
0.2,quad,0.8,P8,scatter,0.11,0.11,42,img/quad/scatter/s0.2m0.8/,0
0.15,line,0.2,P8,area,0.13,0.13,43,img/line/area/s0.15m0.2/,0
0.2,quad,0.4,P8,line,0.26,0.26,44,img/quad/line/s0.2m0.4/,0
0.15,trig,0.1,P8,line,0.14,0.14,45,img/trig/line/s0.15m0.1/,0
0.2,line,0.8,P8,line,0.09,0.09,46,img/line/line/s0.2m0.8/,0
0.15,trig,0.4,P8,line,0.04,0.04,47,img/trig/line/s0.15m0.4/,0
0.05,quad,-0.8,P8,scatter,-0.04,0.04,48,img/quad/scatter/s0.05m-0.8/,0
0.05,line,-0.4,P8,area,0.03,0.03,49,img/line/area/s0.05m-0.4/,0
0.1,quad,-0.2,P8,scatter,-0.05,0.05,50,img/quad/scatter/s0.1m-0.2/,0
0.15,trig,0.8,P8,area,0.11,0.11,51,img/trig/area/s0.15m0.8/,0
0.2,line,0.1,P8,line,0.12,0.12,52,img/line/line/s0.2m0.1/,0
0.1,trig,-0.8,P8,scatter,-0.08,0.08,53,img/trig/scatter/s0.1m-0.8/,0
0.2,quad,-0.8,P8,line,0.11,0.11,54,img/quad/line/s0.2m-0.8/,0
0.2,line,0.1,P8,area,0.04,0.04,55,img/line/area/s0.2m0.1/,0
0.05,quad,-0.2,P8,area,-0.04,0.04,56,img/quad/area/s0.05m-0.2/,0
0.01,line,-0.4,P8,area,0,0,57,img_validation/line/area/s0.1m-0.4/,1
0.2,trig,-0.2,P8,scatter,-0.21,0.21,58,img/trig/scatter/s0.2m-0.2/,0
0.1,line,-0.4,P8,scatter,-0.15,0.15,59,img/line/scatter/s0.1m-0.4/,0
0.2,trig,0.8,P8,area,0.11,0.11,60,img/trig/area/s0.2m0.8/,0
0.15,quad,-0.2,P8,scatter,-0.27,0.27,61,img/quad/scatter/s0.15m-0.2/,0
0.1,line,-0.8,P8,line,-0.04,0.04,62,img/line/line/s0.1m-0.8/,0
0.1,quad,0.2,P8,line,0.08,0.08,63,img/quad/line/s0.1m0.2/,0
0.1,trig,-0.8,P8,area,-0.03,0.03,64,img/trig/area/s0.1m-0.8/,0
0.05,line,-0.4,P8,line,-0.01,0.01,65,img/line/line/s0.05m-0.4/,0
0.05,trig,-0.1,P8,scatter,-0.04,0.04,66,img/trig/scatter/s0.05m-0.1/,0
0.1,quad,-0.1,P8,scatter,-0.09,0.09,67,img/quad/scatter/s0.1m-0.1/,0
0.15,line,0.2,P8,line,0.13,0.13,68,img/line/line/s0.15m0.2/,0
0.05,quad,0.4,P8,area,0.05,0.05,69,img/quad/area/s0.05m0.4/,0
0.15,trig,0.8,P8,scatter,0.06,0.06,70,img/trig/scatter/s0.15m0.8/,0
0.1,line,-0.4,P8,line,-0.1,0.1,71,img/line/line/s0.1m-0.4/,0
0.15,trig,-0.4,P8,line,-0.11,0.11,72,img/trig/line/s0.15m-0.4/,0
0.1,quad,-0.4,P8,area,-0.03,0.03,73,img/quad/area/s0.1m-0.4/,0
0.2,line,0.2,P8,area,0.15,0.15,74,img/line/area/s0.2m0.2/,0
0.15,quad,0.1,P8,area,0.01,0.01,75,img/quad/area/s0.15m0.1/,0
0.02,line,0.8,P8,area,0,0,76,img_validation/line/area/s0.2m0.8/,1
0.2,trig,-0.4,P8,area,0.02,0.02,77,img/trig/area/s0.2m-0.4/,0
0.1,line,0.8,P8,line,0.02,0.02,78,img/line/line/s0.1m0.8/,0
0.15,trig,0.1,P8,scatter,0.19,0.19,79,img/trig/scatter/s0.15m0.1/,0
0.2,quad,0.1,P8,scatter,0.1,0.1,80,img/quad/scatter/s0.2m0.1/,0
0.2,line,-0.1,P8,scatter,-0.05,0.05,81,img/line/scatter/s0.2m-0.1/,0
0.05,quad,-0.2,P8,scatter,0.02,0.02,82,img/quad/scatter/s0.05m-0.2/,0
0.15,trig,-0.1,P8,line,-0.03,0.03,83,img/trig/line/s0.15m-0.1/,0
0.05,line,0.4,P8,line,0.05,0.05,84,img/line/line/s0.05m0.4/,0
0.15,trig,-0.2,P8,area,-0.04,0.04,85,img/trig/area/s0.15m-0.2/,0
0.05,quad,-0.2,P8,line,0.02,0.02,86,img/quad/line/s0.05m-0.2/,0
0.05,line,0.4,P8,scatter,-0.01,0.01,87,img/line/scatter/s0.05m0.4/,0
0.15,quad,-0.1,P8,scatter,-0.16,0.16,88,img/quad/scatter/s0.15m-0.1/,0
0.15,trig,0.8,P8,line,0.03,0.03,89,img/trig/line/s0.15m0.8/,0
0.1,line,0.4,P8,scatter,0.07,0.07,90,img/line/scatter/s0.1m0.4/,0
0.15,trig,0.4,P8,area,0.12,0.12,91,img/trig/area/s0.15m0.4/,0
0.05,quad,0.8,P8,area,0.05,0.05,92,img/quad/area/s0.05m0.8/,0
0.15,line,-0.4,P8,scatter,-0.24,0.24,93,img/line/scatter/s0.15m-0.4/,0
0.2,quad,0.4,P8,area,0.12,0.12,94,img/quad/area/s0.2m0.4/,0
0.1,trig,0.1,P8,scatter,0.02,0.02,95,img/trig/scatter/s0.1m0.1/,0
0.05,line,0.1,P8,area,0.01,0.01,96,img/line/area/s0.05m0.1/,0
0.15,trig,-0.2,P8,line,-0.12,0.12,97,img/trig/line/s0.15m-0.2/,0
0.2,quad,0.2,P8,line,0.15,0.15,98,img/quad/line/s0.2m0.2/,0
0.2,line,-0.4,P8,scatter,-0.28,0.28,99,img/line/scatter/s0.2m-0.4/,0
